기준일,연번,위탁병원명,종별,병상수,진료과수,광역시도명,시군구명,상세주소,전화번호,위도,경도
2025-01-01,402,이튼연합치과의원남산점,의원,0,10,대구광역시,중구,남산로 61,053-254-8328,35.86206075,128.5821301
2025-01-01,403,제일신경외과의원,의원,2,7,대전광역시,대덕구,대덕대로 1610,042-934-8118,36.45034698,127.4267486
2025-01-01,404,청담내과의원,의원,0,6,대전광역시,대덕구,동춘당로 179 (법동) 201,042-635-7576,36.36736571,127.4316133
2025-01-01,405,나상연정형외과의원,의원,29,5,대전광역시,동구,동대전로 59-1(대동),042-628-3600,36.32904472,127.4412472
2025-01-01,406,덕인의원,의원,0,5,대전광역시,동구,대전로 782 (원동),042-272-4551,36.32954236,127.4339815
2025-01-01,407,마디신경외과의원,의원,1,6,대전광역시,동구,곤룡로 6,042-271-7008,36.27989728,127.4686125
2025-01-01,408,바른생각병원,병원,89,10,대전광역시,서구,청사로 128,042-337-0001,36.35945598,127.3778632
2025-01-01,409,김봉천정형외과의원,의원,27,6,대전광역시,서구,계백로 1130 (가수원동),042-541-4330,36.30385805,127.3490756
2025-01-01,410,대전참사랑요양병원,의원,132,5,대전광역시,서구,"계룡로491번길 8-0, 갤러리빌4차",070-4292-6554,36.3455441,127.3802574
2025-01-01,411,더봄구강악안면외과치과의원,의원,0,10,대전광역시,서구,대덕대로 246 LG전자베스트샵 4층,042-710-2875,36.35473543,127.3799842
2025-01-01,412,백세성모정형외과의원,의원,29,5,대전광역시,서구,도산로 286(가장동),042-716-0119,36.33199872,127.3855885
2025-01-01,413,삼성외과의원,의원,22,1,대전광역시,서구,"대덕대로176번길 9, 6~7층(둔산동)",042-361-5500,36.34869401,127.377659
2025-01-01,414,신선정형외과의원,의원,0,6,대전광역시,서구,관저중로 72 (관저동) 4층 신선정형외과,042-636-3003,36.29860923,127.335302
2025-01-01,415,브레인요양병원,요양병원,238,8,대전광역시,유성구,도안대로 567번길 26,042-365-0101,36.35155841,127.3386858
2025-01-01,416,메디안내과의원,의원,0,1,대전광역시,유성구,노은로 170 (지족동) 스타시티 3층,042-867-8275,36.37481409,127.3184289
2025-01-01,417,새봄안과의원,의원,3,1,대전광역시,유성구,"계룡로 114, BYC빌딩 7층(봉명동)",044-826-2475,36.35266353,127.3429771
2025-01-01,418,한샘내과의원,의원,0,4,대전광역시,유성구,"유성대로 772, 501호",042-822-7598,36.36096311,127.3362776
2025-01-01,419,김학영정형외과의원,의원,0,3,대전광역시,중구,계룡로 945 (대사동),042-254-7966,36.31909649,127.4169952
2025-01-01,420,지정신건강의학과의원,의원,0,1,대전광역시,중구,"중앙로 10(문화동, 태양빌딩 2층)",042-256-5551,36.32242334,127.4135513
2025-01-01,421,햇살이비인후과의원,의원,3,2,대전광역시,중구,"목중로 50, 406호 중촌제일프라자 3층",042-721-2795,36.3378965,127.4096036
2025-01-01,422,다사랑내과의원,의원,5,6,부산광역시,강서구,명지국제11로 25 (명지동) 동명빌딩 3층 다사랑내과의원,051-201-2115,35.10484907,128.921286
2025-01-01,423,세웅병원,병원,202,10,부산광역시,금정구,서동로 162,051-500-9700,35.21443412,129.1040818
2025-01-01,424,위드유이비인과의원,의원,0,4,부산광역시,금정구,"중앙대로 2101, 2층",051-583-7300,35.27186824,129.0923536
2025-01-01,425,한솔내과의원,의원,0,7,부산광역시,금정구,구서로17 덕원메디칼 2층,051-581-3242,35.24662372,129.0890258
2025-01-01,426,기장병원,병원,190,8,부산광역시,기장군,기장읍 대청로72번길 6,051-723-0171,35.2358148,129.2167608
2025-01-01,427,기장뉴욕치과의원,의원,0,1,부산광역시,기장군,"차성로 288번길 30, 2층",051-723-7285,35.24286976,129.2152402
2025-01-01,428,더본정형외과의원,의원,0,7,부산광역시,기장군,"정관읍 정관로 563, 301호",051-723-7600,35.3219144,129.1756324
2025-01-01,429,바르다마취통증의학과의원,의원,0,6,부산광역시,기장군,일광읍 해빛6로 85-16,051-724-6768,35.26563222,129.2256474
2025-01-01,430,수이비인후과의원,의원,0,4,부산광역시,기장군,정관읍 정관로 495 2층 수이비인후과,051-727-0575,35.32588368,129.1706526
2025-01-01,431,이광욱내과의원,의원,0,6,부산광역시,기장군,"읍내로 105, 5층",051-722-9957,35.24528865,129.2158147
2025-01-01,432,부산성소병원,병원,203,10,부산광역시,남구,수영로 175 (대연동),051-633-1123,35.13515152,129.0857817
2025-01-01,433,늘편한내과의원,의원,0,1,부산광역시,남구,진남로 4 3층,051-621-0119,35.13535682,129.092017
2025-01-01,434,박언비뇨의학과의원,의원,0,3,부산광역시,남구,수영로 260 5층 511-512호,051-622-5474,35.1351385,129.0952291
2025-01-01,435,센텀카이스트재활의학과의원,의원,0,6,부산광역시,남구,유엔평화로 4 갤러리메디타워 5-6층,051-711-7512,35.13465699,129.0916565
2025-01-01,436,비타민마취통증의학과의원,의원,0,3,부산광역시,동구,"중앙대로 375, 강남빌딩 3층",051-469-7581,35.12905258,129.0485825
2025-01-01,437,한빛내과의원,의원,0,8,부산광역시,동구,중앙대로 233,051-966-7800,35.11810525,129.0407297
2025-01-01,438,(의)상원의료재단 부산힘찬병원,병원,145,6,부산광역시,동래구,충렬대로 255 (수안동),051-559-0120,35.20148126,129.0871702
2025-01-01,439,베스트이비인후과의원,의원,1,8,부산광역시,동래구,"충렬대로 259, 3~3층",051-555-0110,35.20122426,129.0876829
2025-01-01,440,윤재웅신경외과의원,의원,0,15,부산광역시,동래구,반송로 325(명장동),051-710-3256,35.20852921,129.103189
2025-01-01,441,청춘안과의원,의원,0,1,부산광역시,동래구,명륜로 103번길 19,051-558-1070,35.20291571,129.0820058
2025-01-01,442,구포부민병원,병원,162,4,부산광역시,북구,사상로 607,051-366-7000,35.19831821,128.9905473
2025-01-01,443,김호일정형외과의원,의원,23,5,부산광역시,북구,시랑로 12(구포동),051-342-3355,35.20456134,129.0040874
2025-01-01,444,덕천요편한비뇨기과의원,의원,2,1,부산광역시,북구,만덕대로 22 드림메디컬빌딩 7층,051-365-2582,35.21033747,129.0075524
2025-01-01,445,덕천치과의원,의원,0,1,부산광역시,북구,만덕대로 17,051-313-6000,35.21075719,129.0069425
2025-01-01,446,서울아산이비인후과의원,의원,0,4,부산광역시,북구,만덕대로 24(덕천동),051-711-3323,35.21046192,129.0077626
2025-01-01,447,맑은유비뇨기과의원,의원,0,2,부산광역시,사상구,"낙동대로 786, 애진빌딩 502호",051-324-2481,35.13072782,128.9720835
2025-01-01,448,부산신경외과의원,의원,0,4,부산광역시,사상구,낙동대로 786 애진빌딩 6층,051-715-3301,35.13072782,128.9720835
2025-01-01,449,참좋은정형외과신경과의원,의원,0,6,부산광역시,사상구,"백양대로 893, 궁전빌딩 402호",051-312-7582,35.18586867,128.9907034
2025-01-01,450,중앙U병원,병원,143,7,부산광역시,사하구,감천로 59 (감천동),051-293-7766,35.09059355,128.9991003
2025-01-01,451,다대튼튼치과의원,의원,0,10,부산광역시,사하구,"다대로 698, 5층",051-715-2275,35.04859089,128.9653641
2025-01-01,452,박영수비뇨기과의원,의원,0,2,부산광역시,사하구,낙동대로 453,051-291-5732,35.10522536,128.9689173
2025-01-01,453,비에스숨이비인후과의원,의원,0,5,부산광역시,사하구,"낙동남로 1412 경부빌딩 7,8층",051-710-7579,35.10578886,128.966083
2025-01-01,454,속바른내과의원,의원,0,9,부산광역시,서구,구덕로 109,051-246-3100,35.09612667,129.0240973
2025-01-01,455,정원정형외과의원,의원,29,6,부산광역시,서구,대영로 46,051-248-0119,35.10943088,129.0166731
2025-01-01,456,메트로적추병원,병원,58,5,부산광역시,수영구,수영로 390-1,051-626-0250,35.14122007,129.1074255
2025-01-01,457,바른이김대식치과의원,의원,0,9,부산광역시,수영구,수영로 465 남천프라자 3층,051-715-5075,35.1475144,129.1100898
2025-01-01,458,수영청담비뇨의학과의원,의원,0,1,부산광역시,수영구,수영로 675,051-754-8111,35.1659524,129.1144899
2025-01-01,459,조이비인후과의원,의원,0,1,부산광역시,수영구,수영로 511-1,051-758-3593,35.15161435,129.1112211
2025-01-01,460,(의)열린의료재단연산열린의원,의원,0,3,부산광역시,연제구, 중앙대로 1091 제세빌딩 7층,051-714-0835,35.18541388,129.0806536
2025-01-01,461,라라정신건강의학과의원,의원,0,1,부산광역시,연제구,중앙대로 1077 상계빌딩 6~7층(연산동),051-515-9900,35.18431236,129.0798485
2025-01-01,462,박윤하비뇨기과의원,의원,0,2,부산광역시,연제구,반송로 5,051-867-5335,35.18675323,129.0820767
2025-01-01,463,보강재활의학과의원,의원,0,4,부산광역시,연제구,월드컵대로 3 (연산동) 신리메디컬 4층,051-851-8275,35.17511638,129.086094
2025-01-01,464,수도의원,의원,0,11,부산광역시,영도구,태종로 160,051-416-4031,35.09340518,129.0461512
2025-01-01,465,오션이비인후과의원,의원,0,1,부산광역시,영도구,동삼로 56 한나타워 2층,051-405-1004,35.07840675,129.0707956
2025-01-01,466,참좋은정형외과의원(영도),의원,0,4,부산광역시,영도구,대교로 1 (봉래동3가) 2층 참좋은 정형외과 의원,051-714-1742,35.09267347,129.0442445
2025-01-01,467,BS삼성안과의원,의원,0,1,부산광역시,중구,구덕로 90 서라벌빌딩 5층,051-808-7688,35.09757073,129.0260128
2025-01-01,468,애플치과의원,의원,0,1,부산광역시,중구," 비프광장로 40, B-501호",051-248-2828,35.09824026,129.0289058
2025-01-01,469,이지숨이비인후과의원,의원,0,4,부산광역시,중구,"구덕로 40, 호림빌딩 7층",051-243-0002,35.09845201,129.0315627
2025-01-01,470,굿모닝이비인후과의원,의원,12,6,부산광역시,진구,중앙대로 669,051-987-7575,35.15243563,129.0588373
2025-01-01,471,누네빛안과의원,의원,14,1,부산광역시,진구,부전로 77 누네메디타워 7~13층,051-810-5678,35.15692626,129.0545162
2025-01-01,472,이신내과의원,의원,0,3,부산광역시,진구,중앙대로 808 (전포동) 4층,051-715-5501,35.16350309,129.0641618
2025-01-01,473,부산노인전문제3병원,요양병원,251,12,부산광역시,해운대구,해운대로 469번가길 77,051-780-5557,35.16832105,129.1474867
2025-01-01,474,효성시티병원,병원,149,11,부산광역시,해운대구,해운대로 135(재송동),051-709-3000,35.18519563,129.1214614
2025-01-01,475,부강비뇨의학과의원,의원,0,1,부산광역시,해운대구,좌동순환로505 3층 부강비뇨의학과,051-747-7200,35.16567079,129.1682284
2025-01-01,476,상쾌한위앤장내과의원,의원,0,4,부산광역시,해운대구, 재반로 169 지하1층~5층,051-784-8276,35.1930226,129.1288931
2025-01-01,477,센텀소중한눈안과의원,의원,0,1,부산광역시,해운대구,센텀남대로 50,051-920-7788,35.1681039,129.1313034
2025-01-01,478,신세기이비인후과의원,의원,0,1,부산광역시,해운대구,"세실로 43, 301호",051-704-0370,35.16876256,129.1784486
2025-01-01,479,강남드림내과의원,의원,0,3,서울특별시,강남구,"자곡로120, 403~405호",02-459-9777,37.47214798,127.0964971
2025-01-01,480,아이준안과의원,의원,3,1,서울특별시,강남구,"강남대로376, B2,2,5,6,14층",02-556-8800,37.49656184,127.0287787
2025-01-01,481,화이팅정형외과의원,의원,10,2,서울특별시,강남구,"테헤란로 146, 현익빌딩 5층",02-2088-2075,37.50002271,127.0354858
2025-01-01,482,강남삼성드림이비인후과의원,의원,5,5,서울특별시,강남구,"테헤란로 514, 5층",02-565-7365,37.50742654,127.0597539
2025-01-01,483,강남서울엔비뇨기과의원,의원,1,1,서울특별시,강남구,"강남대로 376, 12층",02-553-8258,37.49656184,127.0287787
2025-01-01,484,허준원엠디피부과의원,의원,0,1,서울특별시,강남구,"언주로 174길 26, 남강빌딩 2층",02-518-0382,37.52796736,127.0358507
2025-01-01,485,강동성모요양병원,요양병원,349,7,서울특별시,강동구,올림픽로 80길 31 (천호동),02-488-0020,37.54347199,127.127188
2025-01-01,486,강동본터치정형외과의원,의원,13,19,서울특별시,강동구,"고덕로 262, 효성래링턴 타워더퍼스터 304~310호, 407~412호",02-442-0087,37.55466419,127.1546281
2025-01-01,487,류마내과의원,의원,0,9,서울특별시,강동구,천호대로 1099 (천호동) 5층 502호,02-474-5450,37.53576488,127.1341233
2025-01-01,488,안원식서울마취통증의학과,의원,0,1,서울특별시,강동구,"올림픽로 783, 3층 ",02-766-3087,37.55114307,127.1276079
2025-01-01,489,탑비뇨기과의원,의원,1,2,서울특별시,강동구," 천호대로 1015, 10층(천호동, 성보빌딩)",02-478-0100,37.53850081,127.1251072
2025-01-01,490,강북으뜸병원,병원,10,7,서울특별시,강북구,"도봉로 187, 2~5층, 지하1층",1522-1746,37.62541717,127.0261893
2025-01-01,491,강북보아스이비인후과의원,의원,0,5,서울특별시,강북구,"도봉로 242, 2층 1호",02-980-1530,37.63058739,127.0248871
2025-01-01,492,내일맑음재활의학과의원,의원,0,9,서울특별시,강북구,"솔샘로 203, 3층",02-2088-4922,37.62030675,127.015132
2025-01-01,493,서울신세계안과의원(강북),의원,2,1,서울특별시,강북구,"도봉로 52, 4~5층",02-1599-7397,37.61370336,127.0305328
2025-01-01,494,엘앤에스비뇨기과의원,의원,2,14,서울특별시,강북구,"도봉로 217, 25메디컬빌딩 5-7층",02-988-1151,37.62805734,127.0251127
2025-01-01,495,강서힘찬병원,병원,119,9,서울특별시,강서구,강서로56길 38 (등촌동),1899-2228,37.55919274,126.84067
2025-01-01,496,서울원병원,병원,68,7,서울특별시,강서구,"강서로 179, 6~10층",1544-5888,37.54236625,126.8393234
2025-01-01,497,강서고려비뇨의학과의원,의원,2,2,서울특별시,강서구,강서로 173 터보빌딩 5층,02-2065-8822,37.54191869,126.8396246
2025-01-01,498,강서이편한치과의원,의원,0,1,서울특별시,강서구,"강서로 254,401호(화곡동, 이편한세상아파트상가)",02-2694-2804,37.54826631,126.8409862
2025-01-01,499,삼성우리이비인후과의원,의원,1,4,서울특별시,강서구,"방화동로 92, 3층",02-6737-7582,37.56860435,126.8130173
2025-01-01,500,연세든든내과의원,의원,6,14,서울특별시,강서구,"화곡로 152, CUBE152 2, 4층(화곡동)",02-6347-8880,37.54089123,126.8386787
2025-01-01,501,사랑의병원,병원,78,8,서울특별시,관악구,남부순환로 1860 (봉천동),02-880-0114,37.47962639,126.9562857
2025-01-01,502,메가비뇨의학과의원,의원,0,6,서울특별시,관악구,"남부순환로1603, 3층",02-871-7575,37.4844356,126.928799
2025-01-01,503,서전성모안과의원,의원,0,3,서울특별시,관악구,"은천로 110, 202호",02-875-7572,37.48669333,126.9474355
2025-01-01,504,손장원정형외과의원,의원,0,5,서울특별시,관악구,관악로 203 2층,02-872-3900,37.48329859,126.953781
2025-01-01,505,주인종내과의원,의원,0,8,서울특별시,관악구,"신림로 318, 6층 (신림동) ",02-883-3379,37.48261181,126.9303854
2025-01-01,506,김종웅내과의원,의원,0,2,서울특별시,광진구,"용마산로 44 (중곡동, 삼경빌딩)",02-455-4038,37.55746889,127.0882484
2025-01-01,507,더바름정형외과의원,의원,29,3,서울특별시,광진구,아차산로 450-2 (구의동),02-455-2018,37.53875046,127.0924704
2025-01-01,508,아이코이비인후과의원,의원,0,3,서울특별시,광진구,"자양로 287, 3층",02-453-1920,37.55149527,127.0918068
2025-01-01,509,연세안안과의원,의원,0,1,서울특별시,광진구,"자양로 95, 801호(자양동, 도광빌딩)",02-446-6675,37.5362281,127.0831999
2025-01-01,510,미소들노인전문병원,요양병원,337,6,서울특별시,구로구,고척로21나길 88-41,02-3666-1114,37.5029012,126.8412007
2025-01-01,511,구로삼성정형외과의원,의원,1,4,서울특별시,구로구,"경인로 204, 501호, 601호",02-2683-8275,37.49569183,126.8438564
2025-01-01,512,권경수내과의원,의원,0,2,서울특별시,구로구,경인로 40길 11,02-2685-6612,37.49605922,126.859423
2025-01-01,513,신도림하나이비인후과의원,의원,3,1,서울특별시,구로구,"새말로 89, 태영빌딩 202호",02-859-5011,37.50561136,126.8898382
2025-01-01,514,에스탑치과의원,의원,0,8,서울특별시,구로구,경인로40길 12 (개봉동) 4층,02-2612-7528,37.49626371,126.8591372
2025-01-01,515,타임안과의원,의원,3,1,서울특별시,구로구,경인로 387 5층,02-6342-8000,37.49708615,126.8631394
2025-01-01,516,김홍열내과의원,의원,0,2,서울특별시,금천구,"금하로 651, 2,3층",02-805-6124,37.45408949,126.9033712
2025-01-01,517,마스터연세정형외과의원,의원,0,5,서울특별시,금천구,시흥대로 190,02-807-1175,37.45089119,126.9024458
2025-01-01,518,서울으뜸정형외과의원,의원,2,5,서울특별시,금천구,독산로 210 (독산동) K빌딩 2층 (독산동1038-28),02-807-0111,37.46575716,126.9022966
2025-01-01,519,연세조내과의원,의원,0,3,서울특별시,금천구,"시흥대로 224,  4층",02-803-2134,37.45393601,126.9013955
2025-01-01,520,노원삼성드림이비인후과의원,의원,5,3,서울특별시,노원구,노해로 482 (상계동),02-935-1365,37.65427649,127.0617159
2025-01-01,521,밝은미래안과,의원,0,1,서울특별시,노원구,동일로 1548 (상계동),02-939-3075,37.66666919,127.0576269
2025-01-01,522,새서울연합의원,의원,29,9,서울특별시,노원구,동일로 1678 (상계동),02-930-5858,37.67809692,127.0557028
2025-01-01,523,서울의원(서울),의원,0,8,서울특별시,노원구,"월계로 370 (월계동) 201~202호 서울의원(월계동, 희성프라자)",02-993-2161,37.6309792,127.0610228
2025-01-01,524,어비뇨기과,의원,3,3,서울특별시,노원구,동일로 1401 (상계동),02-930-0131,37.65357204,127.0603761
2025-01-01,525,오아로피부과의원,의원,0,2,서울특별시,노원구,노해로 507,02-930-1500,37.65542903,127.0638887
2025-01-01,526,태릉정원내과의원,의원,0,5,서울특별시,노원구,"동일로 1005, 5~6층",02-979-0333,37.61993079,127.074517
2025-01-01,527,강북힘찬병원,병원,152,7,서울특별시,도봉구,도봉로 446 (창동),02-1899-2226,37.64565942,127.0333817
2025-01-01,528,도봉연세위내과의원,의원,0,3,서울특별시,도봉구,"도봉로 684, 모비우스스퀘어 3층",02-6953-7561,37.66534897,127.0435886
2025-01-01,529,삼성나비뇨의학과의원,의원,0,2,서울특별시,도봉구,도봉로 551 (쌍문동) 4층 삼성나비뇨의학과의원,02-955-3077,37.65448921,127.0377553
2025-01-01,530,창동으뜸정형외과의원,의원,0,5,서울특별시,도봉구,마들로13길 61,02-6077-8880,37.6544888,127.0499496
2025-01-01,531,창동제일의원,의원,0,8,서울특별시,도봉구,노해로 65길 17-13,02-900-5011,37.65188458,127.0454497
2025-01-01,532,햇살요양병원,요양병원,208,6,서울특별시,동대문구,장한로 152,02-2244-5533,37.57400433,127.0721867
2025-01-01,533,서울나은병원,병원,72,5,서울특별시,동대문구,왕산로 137 (제기동) 서울나은병원,1544-6003,37.57856664,127.0387318
2025-01-01,534,노태호바오로내과의원,의원,0,1,서울특별시,동대문구,"홍릉로 3, 3층",02-968-7575,37.58071056,127.044218
2025-01-01,535,동인내과의원,의원,0,2,서울특별시,동대문구,천호대로 307,02-2245-0875,37.56584638,127.0546858
2025-01-01,536,서울베스트안과의원,의원,1,1,서울특별시,동대문구,왕산로 171,02-966-0225,37.57948606,127.0421051
2025-01-01,537,한양정형외과의원,의원,25,26,서울특별시,동대문구,천호대로 455,02-2242-7844,37.5611633,127.0697537
2025-01-01,538,현대중앙의원,의원,26,9,서울특별시,동대문구,사가정로 110 (전농동),02-2244-9600,37.57700406,127.0572847
2025-01-01,539,가장편한내과의원,의원,0,4,서울특별시,동작구,"상도로 247, 3층",02-824-0011,37.5050643,126.9462618
2025-01-01,540,강남가드비뇨기과의원,의원,0,3,서울특별시,동작구,동작대로 121 (사당동) 경원빌딩8층,02-566-8330,37.48748115,126.9818562
2025-01-01,541,삼성유신경외과의원,의원,0,7,서울특별시,동작구,상도로 174 (상도동) 4층,02-2135-2058,37.50425535,126.9384239
2025-01-01,542,성모정형외과의원,의원,0,5,서울특별시,동작구,상도로 81 (대방동) 7층 성모정형외과,02-817-7714,37.49994956,126.9295616
2025-01-01,543,코사랑이비인후과의원,의원,1,3,서울특별시,동작구,보라매로 113 3층,02-821-1515,37.49946592,126.9278947
2025-01-01,544,흑석메트로정형외과의원,의원,0,3,서울특별시,동작구,"흑석로 110, 1~2층",02-825-7582,37.50811778,126.9614206
2025-01-01,545,랩이비인후과의원,의원,3,4,서울특별시,마포구,"양화로 61, 두암빌딩1(일부)2(일부)층(서교동)",02-6015-5075,37.5508256,126.9150737
2025-01-01,546,박상수내과의원,의원,0,2,서울특별시,마포구,독막로 22 (합정동),02-332-5460,37.54823718,126.9157902
2025-01-01,547,서울본내과의원,의원,0,6,서울특별시,마포구,양화로 133 (서교동) 서교타워빌딩 5층,02-3143-2220,37.55523173,126.9209857
2025-01-01,548,연세수정형외과의원,의원,0,1,서울특별시,마포구,"신촌로 88, 2층",02-332-1320,37.55530778,126.9353356
2025-01-01,549,예담정형외과의원,의원,0,5,서울특별시,마포구,독막로 22 (합정동),02-335-2500,37.54823718,126.9157902
2025-01-01,550,남기헌정형외과의원,의원,0,4,서울특별시,서대문구,세검정로1길 5 (홍은동) 남기헌정형외과의원,02-396-5595,37.59211338,126.9421611
2025-01-01,551,세상의기쁨통증의학과,의원,0,6,서울특별시,서대문구,"신촌로35길 10, B426호",02-313-1315,37.55864552,126.9559782
2025-01-01,552,연세장안과의원,의원,0,3,서울특별시,서대문구,"수색로 56, 성공타워1 407, 408, 606, 607호(북가좌동)",02-372-5677,37.57086939,126.9126438
2025-01-01,553,한양그린내과의원,의원,0,7,서울특별시,서대문구,통일로 442 (홍제동),02-379-3377,37.58851596,126.9449294
2025-01-01,554,홍제연세참비뇨의학과의원,의원,3,7,서울특별시,서대문구," 통일로 433, 3층",02-396-5550,37.58758933,126.9450897
2025-01-01,555,강남레옹치과의원,의원,0,8,서울특별시,서초구,"강남대로 415, 대동빌딩 4층",02-535-2119,37.49956035,127.0263423
2025-01-01,556,김일중내과의원,의원,0,2,서울특별시,서초구,효령로 396 (서초동),02-3473-1356,37.48789897,127.0272285
2025-01-01,557,방배연내과의원,의원,0,4,서울특별시,서초구,"방배로 83, 방배센트럴빌딩 6층",02-522-9792,37.48186181,126.9970043
2025-01-01,558,서초성모이비인후과의원,의원,0,3,서울특별시,서초구,"반포대로27길 13, 203,204,205호",02-581-0075,37.48969131,127.0076085
2025-01-01,559,예루살렘정형외과의원,의원,13,1,서울특별시,서초구,남부순환로350길 33 (양재동) 예루살렘정형외과,02-575-0123,37.48344234,127.0364788
2025-01-01,560,9988병원,병원,42,6,서울특별시,성동구,왕십리로 269 (행당동) 9988병원 빌딩,02-2297-9988,37.55860732,127.0374825
2025-01-01,561,가온삼성비뇨의학과의원,의원,0,1,서울특별시,성동구,"독서당로 302, 대도빌딩3층",02-2294-8275,37.54761068,127.0227309
2025-01-01,562,박플란트치과의원,의원,0,1,서울특별시,성동구,"고산자로 253, 2층",02-2296-8228,37.56240332,127.0355888
2025-01-01,563,베스트서울이비인후과의원,의원,0,1,서울특별시,성동구,"동호로 102, 3층",02-2138-2675,37.5488829,127.0164221
2025-01-01,564,(의)유라의료재단 온누리요양병원,요양병원,210,6,서울특별시,성북구,"화랑로 271 (장위동, 동원베네스트)",02-919-2700,37.61218332,127.058733
2025-01-01,565,우신향병원,병원,80,8,서울특별시,성북구,안암로 99,02-927-3333,37.58487581,127.0312346
2025-01-01,566,굿데이이비인후과의원,의원,0,4,서울특별시,성북구,돌곶이로 25,02-966-9002,37.60665103,127.0610111
2025-01-01,567,미치과의원,의원,13,10,서울특별시,성북구,화랑로 87,02-912-2828,37.60273045,127.0417963
2025-01-01,568,에스메디센터내과외과의원,의원,26,12,서울특별시,성북구,"오패산로 99, 2~6층",02-6925-0700,37.61074986,127.0351696
2025-01-01,569,월곡순정형외과의원,의원,16,1,서울특별시,성북구,"화랑로 91, 2~3층",02-909-6002,37.60298529,127.0421101
2025-01-01,570,드림권내과의원,의원,0,3,서울특별시,송파구,양재대로 921 (가락동) 헬리오시티 상가 1A동 5002호,02-6224-7575,37.49636752,127.1094375
2025-01-01,571,송파본내과의원,의원,0,3,서울특별시,송파구,"송파대로 385, 석룡빌딩1층",02-423-6655,37.50166818,127.1097592
2025-01-01,572,시온정형외과의원,의원,0,3,서울특별시,송파구,가락로 166 (송파동) 3층,02-415-7110,37.50355485,127.1138198
2025-01-01,573,열린성모이비인후과의원,의원,0,5,서울특별시,송파구,"백제고분로 466(방이동, 세나빌딩 2층)",02-6413-1004,37.51195088,127.1135736
2025-01-01,574,잠실서울비뇨의학과의원,의원,1,2,서울특별시,송파구,"송파대로 562(신천동, 3층)",02-425-0010,37.51533208,127.0995521
2025-01-01,575,메디힐병원,병원,24,12,서울특별시,양천구,남부순환로 331 (신월동),02-2604-7551,37.5372612,126.8278385
2025-01-01,576,서울선정형외과의원,의원,6,7,서울특별시,양천구,"공항대로 630, 201~204호(목동, 어바니엘)",02-2038-2530,37.54653781,126.8747133
2025-01-01,577,시원한비뇨기과의원,의원,0,2,서울특별시,양천구,"중앙로 262, 402~3호",02-2062-7510,37.51984258,126.8534053
2025-01-01,578,우리내과의원,의원,0,1,서울특별시,양천구,오목로 312 (목동) 우리내과의원 3층,02-2648-5566,37.5246889,126.8720092
2025-01-01,579,(의)영등포병원,병원,89,12,서울특별시,영등포구,당산로31길 10 (당산동3가),02-2632-0013,37.52685794,126.8956105
2025-01-01,580,김종률내과의원,의원,0,2,서울특별시,영등포구,신길로 28 (신길동) 4층 김종률내과의원,02-831-1585,37.49519423,126.9090927
2025-01-01,581,아이비이비인후과의원,의원,0,2,서울특별시,영등포구,"국제금융로 86 (여의도동, 롯데캐슬 아이비) 216호 아이비이비인후과",02-784-7533,37.52020726,126.9317954
2025-01-01,582,영등포열린의원,의원,0,4,서울특별시,영등포구,"경인로 841, 영등포우체국 4,5층(영등포동4가)",02-2676-0832,37.51652987,126.9060451
2025-01-01,583,윤문수비뇨기과의원,의원,0,2,서울특별시,영등포구,영중로 46 (영등포동5가),02-2069-0221,37.52045056,126.9051961
2025-01-01,584,제이씨빛소망안과,의원,20,3,서울특별시,영등포구,국제금융로 6길 33 6층,02-785-1068,37.52079377,126.9269113
2025-01-01,585,김내과의원,의원,0,6,서울특별시,용산구,백범로 51길 6,02-703-2226,37.54043689,126.9592078
2025-01-01,586,서울정형외과의원(용산),의원,0,4,서울특별시,용산구,"한강대로 259(갈월동, 고려에이트리움 401호)",02-792-0321,37.54157954,126.9724088
2025-01-01,587,용산성모내과의원,의원,0,8,서울특별시,용산구,새창로 217 (한강로2가) 5층 용산성모내과,02-794-9992,37.53021307,126.9677787
2025-01-01,588,본서부병원,병원,49,5,서울특별시,은평구,은평로 133 (응암동) 본서부병원,02-3156-5000,37.6009289,126.9225918
2025-01-01,589,구파발정형외과의원,의원,0,8,서울특별시,은평구,진관2로 15-46 9층,02-334-8275,37.63864996,126.9190794
2025-01-01,590,연세큰숲내과의원,의원,0,4,서울특별시,은평구,"통일로 742, 한화빌딩 4,5층 일부호(불광동)",02-2038-8270,37.61182089,126.9293667
2025-01-01,591,연세탑치과의원,의원,0,11,서울특별시,은평구,"불광로 15, 2층",02-353-7522,37.60996035,126.9278869
2025-01-01,592,정승기정형외과의원,의원,0,8,서울특별시,은평구,통일로 710,02-358-2458,37.60936899,126.9312366
2025-01-01,593,서울적십자병원,종합병원,292,18,서울특별시,종로구,새문안로 9 (평동),02-2002-8000,37.56676342,126.9672073
2025-01-01,594,종로아산본정형외과의원,의원,0,5,서울특별시,종로구,"종로 123, 고영빌딩 3층",02-745-7575,37.57066554,126.9912768
2025-01-01,595,곽내과의원,의원,0,4,서울특별시,종로구,"자하문로 58, 3층",02-735-5135,37.58125158,126.9712757
2025-01-01,596,라임비뇨기과의원,의원,2,2,서울특별시,중구,퇴계로 395 (흥인동) 일신빌딩302호,02-2237-5200,37.56549973,127.0155248
